Price,Year,Kms,Miles,Fuel,Transmission,Owner,Seller,Drivetrain,Length,Width,Height,Seating
8344,2018,54000,33554.034,Petrol,Automatic,First,Individual,FWD,4453,1735,1666,7
7280,2015,49776,30929.362896,Diesel,Automatic,First,Individual,RWD,3995,1835,1839,7
7168,2017,61000,37903.631,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
22960,2017,68000,42253.228,Diesel,Automatic,Second,Corporate,FWD,4370,1783,1458,5
4424,2014,47884,29753.728964,Petrol,Automatic,First,Individual,FWD,3600,1600,1560,5
15568,2017,56000,34796.776,Petrol,Automatic,First,Individual,FWD,4670,1814,1476,5
4088,2010,58424,36302.979304,Petrol,Manual,First,Individual,FWD,4420,1695,1480,5
5051.2,2017,55000,34175.405,Diesel,Manual,First,Individual,FWD,3995,1660,1520,5
24080,2017,45000,27961.695,Diesel,Automatic,First,Individual,RWD,4735,1830,1795,7
9856,2018,47000,29204.437,Petrol,Manual,First,Individual,FWD,4386,1699,1466,5
13216,2019,38000,23612.098,Petrol,Automatic,First,Individual,FWD,4370,1700,1475,5
3192,2016,17000,10563.307,Petrol,Manual,First,Individual,FWD,3395,1490,1475,5
-1,2018,-1,-1,Diesel,Manual,First,Individual,FWD,4375,1700,1475,5
7560,2019,35000,21747.985,Diesel,Manual,First,Individual,FWD,3995,1704,1525,5
28000,2015,34303,21314.889413,Diesel,Automatic,Second,Individual,FWD,3982,1727,1425,5
41160,2019,34000,21126.614,Diesel,Automatic,First,Individual,FWD,4933,1874,1455,5
26880,2022,8000,4970.968,Diesel,Automatic,First,Individual,FWD,4500,1790,1675,7
14560,2020,27000,16777.017,Diesel,Manual,First,Individual,FWD,4315,1800,1645,5
9240,2021,6600,4101.0486,Petrol,Automatic,First,Individual,FWD,3805,1680,1520,5
10068.8,2015,125000,77671.375,Diesel,Manual,Third,Individual,RWD,4585,1765,1760,8
4591.9888,2021,13424,8341.284304,Petrol,Manual,First,Individual,FWD,3445,1515,1475,5
3236.8,2015,78000,48466.938,CNG,Manual,First,Individual,FWD,3395,1490,1475,5
3136,2011,69276,43046.097396,Petrol,Manual,First,Individual,FWD,3620,1475,1460,5
9094.3888,2017,31000,19262.501,Diesel,Manual,First,Individual,FWD,4440,1729,1475,5
7000,2014,54000,33554.034,Diesel,Manual,First,Individual,FWD,3971,1682,1469,5
8120,2017,75000,46602.825,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
46984,2017,63651,39550.885521,Diesel,Automatic,First,Individual,AWD,4657,1881,1678,5
16240,2014,71796,44611.952316,Diesel,Automatic,Third,Individual,AWD,4385,1831,1608,5
4760,2014,74000,45981.454,Diesel,Manual,Second,Individual,FWD,4331,1822,1671,5
2800,2013,82461,51238.874031,Petrol,Manual,First,Individual,FWD,3495,1550,1500,5
8960,2018,66000,41010.486,Diesel,Manual,First,Individual,FWD,3995,1735,1515,5
9800,2015,87000,54059.277,Diesel,Manual,First,Individual,RWD,4456,1820,1995,8
25480,2016,61109,37971.360439,Diesel,Automatic,Second,Individual,FWD,4424,1804,1494,5
5880,2019,32000,19883.872,Petrol,Manual,First,Individual,FWD,3793,1665,1587,5
17024,2021,14000,8699.194,Petrol,Manual,First,,AWD,3985,1820,1844,4
1904,2009,135797,84380.317687,Petrol,Manual,Second,Individual,FWD,3565,1595,1550,5
36960,2019,42475,26392.733225,Diesel,Automatic,First,Individual,AWD,4903,1869,1837,7
6440,2018,27239,16925.524669,Petrol,Automatic,First,Individual,FWD,3600,1600,1560,5
2128,2013,66000,41010.486,Petrol,Manual,First,Individual,FWD,3495,1495,1518,5
8456,2022,2272,1411.754912,Petrol,Manual,First,Individual,FWD,3805,1680,1520,5
12656,2015,50000,31068.55,Petrol,Automatic,First,Individual,FWD,4545,1820,1685,5
6832,2017,38674,24030.902054,Petrol,Manual,First,Individual,FWD,3995,1695,1555,5
21000,2016,40000,24854.84,Diesel,Automatic,First,Individual,AWD,4385,1831,1608,5
5376,2021,14000,8699.194,CNG,Manual,First,Individual,FWD,3395,1490,1475,5
4088,2019,32000,19883.872,Petrol,Manual,First,Individual,FWD,3679,1579,1478,5
8344,2017,82000,50952.422,Diesel,Manual,First,Individual,FWD,3999,1765,1708,5
12880,2013,52000,32311.292,Petrol,Automatic,Second,Individual,FWD,4359,2010,1557,5
2240,2014,56000,34796.776,Diesel,Manual,Third,Individual,FWD,3995,1660,1520,5
8680,2016,42000,26097.582,Petrol,Automatic,First,Individual,FWD,4440,1695,1495,5
9632,2016,57983,36028.954693,Petrol,Manual,First,Individual,FWD,4270,1780,1630,5
23407.9888,2018,15600,9693.3876,Petrol,Automatic,First,Corporate,FWD,4456,1796,1416,5
12320,2019,26000,16155.646,Diesel,Manual,First,Individual,FWD,4375,1700,1475,5
2912,2011,90000,55923.39,Diesel,Manual,Second,Individual,FWD,3995,1695,1555,5
30128,2016,43323,26919.655833,Diesel,Automatic,Second,Individual,RWD,4879,1854,1474,5
15680,2020,94182,58521.963522,Diesel,Automatic,First,Individual,FWD,4670,1814,1476,5
5768,2022,3395,2109.554545,Petrol,Manual,First,Individual,FWD,3610,1645,1560,5
6720,2014,53213,33065.015023,Diesel,Manual,First,Individual,FWD,4265,1695,1685,7
22400,2017,93000,57787.503,Diesel,Automatic,First,Individual,AWD,4892,1860,1837,7
31920,2018,45000,27961.695,Diesel,Automatic,First,Individual,RWD,4795,1967,1416,5
35840,2017,110000,68350.81,Diesel,Automatic,First,Individual,AWD,4795,1855,1835,7
12040,2016,70000,43495.97,Petrol,Manual,First,Individual,FWD,4620,1775,1475,5
6440,2020,40000,24854.84,Petrol,Manual,First,Individual,FWD,3990,1755,1523,5
44240,2018,52000,32311.292,Diesel,Automatic,First,Individual,AWD,4425,1863,1652,5
8400,2019,6200,3852.5002,Petrol,Manual,First,Individual,FWD,4490,1730,1485,5
8456,2017,75650,47006.71615,Diesel,Manual,First,Individual,FWD,3999,1734,1601,5
2128,2010,60000,37282.26,Petrol,Manual,Third,Individual,FWD,3565,1595,1550,5
4760,2014,89000,55302.019,Diesel,Manual,First,Individual,FWD,3995,1695,1555,5
4368,2019,56000,34796.776,CNG,Manual,First,Individual,FWD,3395,1490,1475,5
9576,2017,57000,35418.147,Diesel,Manual,Second,Individual,FWD,4375,1700,1475,5
2520,2012,56000,34796.776,Petrol,Manual,First,Individual,FWD,3495,1550,1500,5
27160,2016,60000,37282.26,Diesel,Automatic,First,Individual,FWD,4933,1874,1455,5
14224,2019,61805,38403.834655,Diesel,Manual,First,Individual,RWD,4456,1820,1995,7
3640,2014,58000,36039.518,CNG,Manual,Second,Individual,FWD,3599,1495,1700,5
8400,2019,33000,20505.243,Petrol,Manual,First,Individual,FWD,3994,1811,1607,5
5040,2014,48000,29825.808,Petrol,Automatic,First,Individual,FWD,3695,1600,1560,5
19152,2020,12400,7705.0004,Diesel,Manual,First,Individual,FWD,4655,1835,1760,5
9755.2,2015,64000,39767.744,Diesel,Manual,First,Individual,FWD,4270,1780,1630,5
7000,2021,18000,11184.678,CNG,Manual,First,Individual,FWD,3599,1495,1700,5
5544,2016,53376,33166.298496,Diesel,Manual,First,Individual,FWD,3675,1715,1655,6
6720,2016,70000,43495.97,Diesel,Manual,First,Individual,FWD,4440,1695,1495,5
6664,2014,65123,40465.543633,Diesel,Manual,First,Individual,FWD,4370,1700,1475,5
4760,2014,58600,36412.3406,Petrol,Manual,First,Individual,FWD,3990,1680,1505,5
11760,2021,7500,4660.2825,Petrol,Manual,First,Individual,FWD,3995,1770,1605,5
14548.8,2019,39000,24233.469,Diesel,Manual,First,Individual,FWD,4270,1780,1665,5
1960,2009,23000,14291.533,Petrol,Manual,First,Individual,FWD,3565,1595,1550,5
11143.9888,2019,27900,17336.2509,Petrol,Manual,First,Individual,FWD,4445,1775,1700,6
11480,2019,42000,26097.582,CNG,Manual,First,Individual,FWD,4296,1695,1685,7
2968,2016,122000,75807.262,Petrol,Manual,First,Individual,FWD,3679,1579,1478,5
5320,2015,48000,29825.808,Petrol,Manual,First,Individual,FWD,3995,1745,1500,5
7392,2018,9000,5592.339,Petrol,Manual,First,Individual,FWD,3985,1734,1505,5
5488,2019,32000,19883.872,Petrol,Automatic,First,Individual,FWD,3679,1579,1478,5
21840,2018,54000,33554.034,Petrol,Automatic,First,Individual,RWD,4735,1830,1795,7
3528,2012,57000,35418.147,Petrol,Manual,First,Individual,FWD,4425,1695,1505,5
46928,2017,90000,55923.39,Diesel,Automatic,First,Individual,AWD,4819,2141,1796,5
3819.2,2016,49000,30447.179,Petrol,Manual,First,Individual,FWD,3610,1680,1500,5
10640,2018,71000,44117.341,Diesel,Manual,Second,Individual,FWD,3995,1790,1640,5
4591.9888,2014,20000,12427.42,Petrol,Manual,Second,Individual,FWD,3850,1695,1530,5
11760,2021,5000,3106.855,Diesel,Manual,First,Individual,FWD,4490,1730,1485,5
4088,2013,68000,42253.228,Petrol,Manual,First,Individual,FWD,3850,1695,1530,5
34720,2019,17000,10563.307,Diesel,Automatic,First,Individual,FWD,4630,1777,1432,5
21000,2022,15000,9320.565,Diesel,Automatic,First,Individual,AWD,3985,1820,1844,4
6664,2015,43000,26718.953,Diesel,Manual,First,Individual,FWD,3999,1765,1708,5
7280,2017,92000,57166.132,Diesel,Manual,Second,Individual,FWD,4490,1730,1485,5
5835.2,2017,40879,25401.025109,Petrol,Automatic,First,Individual,FWD,3700,1690,1595,5
6384,2016,80000,49709.68,Diesel,Manual,First,Individual,FWD,3999,1765,1708,5
3348.8,2018,19000,11806.049,Petrol,Manual,First,Individual,FWD,3679,1579,1478,5
3920,2012,130000,80778.23,Diesel,Manual,First,Individual,FWD,4386,1699,1466,5
6440,2017,35000,21747.985,Diesel,Manual,First,Individual,FWD,3995,1695,1555,5
3752,2013,64418,40027.477078,Petrol,Automatic,Second,Individual,FWD,3610,1680,1500,5
5376,2019,10265,6378.373315,Petrol,Manual,First,Individual,FWD,3765,1660,1520,5
7560,2021,15000,9320.565,CNG,Manual,First,Individual,FWD,3655,1620,1675,5
3920,2012,85000,52816.535,Diesel,Manual,First,Individual,FWD,4320,1764,1486,5
28000,2018,90000,55923.39,Diesel,Automatic,Second,Individual,FWD,4424,1804,1494,5
4480,2017,43000,26718.953,CNG,Manual,First,Individual,FWD,3599,1495,1700,5
30800,2017,219000,136080.249,Diesel,Automatic,Second,Individual,AWD,4795,1855,1835,7
8848,2017,50000,31068.55,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
2016,2014,48000,29825.808,Petrol,Manual,Third,Individual,FWD,3395,1490,1475,5
6171.2,2019,39000,24233.469,Diesel,Manual,First,Individual,FWD,3995,1660,1520,5
9632,2018,33030,20523.88413,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
4200,2013,86000,53437.906,Petrol,Manual,Second,Individual,FWD,4440,1695,1485,5
8120,2017,55000,34175.405,Petrol,Automatic,First,Individual,FWD,4490,1730,1485,5
4480,2017,35000,21747.985,Petrol,Manual,First,Individual,FWD,3765,1660,1520,5
25480,2022,2000,1242.742,Petrol,Automatic,First,Individual,FWD,4405,1818,1640,5
14000,2018,90000,55923.39,Diesel,Manual,First,Individual,FWD,4395,1818,1640,5
5588.8,2012,96506,59966.029726,Petrol,Manual,Second,Individual,FWD,4440,1695,1485,5
4468.8,2014,88000,54680.648,Petrol,Automatic,First,Individual,FWD,4384,1699,1466,5
3752,2008,140987,87605.233177,Diesel,Automatic,Second,Individual,RWD,4818,1822,1420,5
5040,2015,52000,32311.292,Petrol,Manual,First,Individual,FWD,3995,1695,1555,5
4591.9888,2015,54443,33829.301353,Petrol,Automatic,First,Individual,FWD,3600,1600,1560,5
33600,2017,42000,26097.582,Petrol,Automatic,First,Individual,FWD,4726,1842,1427,5
2800,2018,25000,15534.275,Petrol,Manual,Second,Individual,FWD,3429,1560,1541,5
6608,2014,86000,53437.906,Diesel,Manual,First,Individual,FWD,3850,1695,1530,5
14560,2013,50300,31254.9613,Diesel,Automatic,Second,Individual,FWD,4097,1789,1561,5
18367.9888,2018,43000,26718.953,Diesel,Automatic,First,Individual,FWD,4585,1890,1785,7
8288,2013,83555,51918.653905,Diesel,Manual,First,Individual,FWD,4585,1890,1785,7
5936,2013,75000,46602.825,Diesel,Manual,First,Individual,FWD,3999,1765,1708,5
22287.9888,2022,5800,3603.9518,Diesel,Automatic,First,Individual,FWD,4300,1790,1635,5
36400,2018,173000,107497.183,Diesel,Manual,First,Individual,RWD,4795,1855,1835,7
22120,2021,7000,4349.597,Petrol,Automatic,First,Individual,FWD,4315,1800,1645,5
8232,2015,121000,75185.891,Diesel,Manual,First,Individual,AWD,4585,1890,1785,7
4760,2013,96000,59651.616,Diesel,Manual,First,Individual,RWD,4655,1965,1922,7
3528,2011,38091,23668.642761,Petrol,Manual,First,Individual,FWD,3775,1695,1510,5
3080,2013,34000,21126.614,Petrol,Manual,First,Individual,FWD,3495,1550,1500,5
8400,2018,75000,46602.825,Diesel,Manual,First,Individual,FWD,4440,1695,1495,5
5208,2014,82000,50952.422,Diesel,Manual,First,Individual,FWD,4265,1695,1510,5
14840,2021,20000,12427.42,Petrol,Manual,First,Individual,FWD,3995,1790,1647,5
1960,2008,65000,40389.115,Diesel,Manual,Second,Individual,FWD,3995,1695,1555,5
10640,2011,65000,40389.115,Petrol,Automatic,Second,Individual,RWD,4879,1854,1474,5
3080,2011,65000,40389.115,Diesel,Manual,First,Individual,FWD,3995,1695,1555,5
11200,2010,127000,78914.117,Diesel,Manual,Third,Individual,AWD,4695,1840,1850,7
8176,2016,51834,32208.144414,Petrol,Manual,Second,Individual,FWD,4440,1695,1495,5
16744,2018,28000,17398.388,Petrol,Automatic,First,Individual,FWD,4395,1818,1640,5
12880,2014,39000,24233.469,Petrol,Automatic,Second,Individual,FWD,4359,2010,1557,5
6608,2015,116592,72446.887632,Petrol,Automatic,First,Individual,FWD,4440,1695,1495,5
27440,2014,80000,49709.68,Diesel,Automatic,First,Individual,RWD,4686,1810,1442,5
3348.8,2014,32000,19883.872,Petrol,Manual,First,Individual,FWD,4249,1690,1503,5
31920,2016,21200,13173.0652,Diesel,Automatic,First,Individual,RWD,4686,1810,1442,5
30968,2022,75,46.602825,Petrol,Automatic,First,Individual,FWD,4695,1890,1755,7
4088,2014,75693,47033.435103,CNG,Manual,Second,Individual,FWD,3599,1495,1700,5
9520,2018,85000,52816.535,Diesel,Manual,First,Individual,FWD,3995,1790,1640,5
5376,2015,49000,30447.179,Petrol,Manual,First,Individual,FWD,4440,1695,1495,5
3864,2016,71000,44117.341,Diesel,Manual,Second,Individual,FWD,3765,1660,1520,5
9979.2,2016,47000,29204.437,Petrol,Manual,First,Individual,FWD,4270,1780,1630,5
10360,2021,48000,29825.808,Petrol,Manual,First,Individual,FWD,3995,1790,1640,5
2744,2014,79000,49088.309,Petrol,Manual,Second,Individual,FWD,3775,1680,1620,5
9520,2016,90300,56109.8013,Diesel,Manual,First,Individual,FWD,4585,1890,1785,7
3080,2014,83000,51573.793,Petrol,Manual,Second,Individual,FWD,3495,1550,1500,5
2688,2013,73000,45360.083,Petrol,Manual,First,Individual,FWD,3795,1680,1427,5
48048,2018,60474,37576.789854,Diesel,Automatic,First,Individual,RWD,4936,1868,1479,5
